Client_ID,Client_Name,Industry_Sector,Country,Annual_Revenue_USD,Number_of_Employees,Risk_Score,Insurance_Premium_USD,Claims_Made_Last_12_Months,Last_Claim_Amount_USD,Policy_Start_Date,Policy_End_Date,Is_High_Risk,Notes
C0866,XYZ Corp,Energy,USA,5338331.0,2686,26.0,79601.0,No,11349,2024-06-01,2025-05-23,Y,Clean history
C0059,ABC Corp,Energy,,8685377.0,4033,10.0,128053.0,No,11254,2019-09-18,2025-03-09,N,Clean history
C0714,XYZ Solutions,Telecom,UK,3891481.0,1792,,72293.0,Yes,5741,2022-11-12,2026-08-13,N,Clean history
C0075,ABC Solutions,Telecom,UK,2804238.0,563,6.0,83931.0,No,19552,2019-07-12,2025-07-04,Y,Clean history
C0626,XYZ Ltd,Financial Institutions,,1735156.0,2121,98.0,169559.0,NO,15899,2023-08-23,2026-12-24,No,Policy renewal pending
C0837,XYZ Corp,,,6981289.0,993,17.0,148674.0,NO,69681,2018-01-28,2025-04-12,Yes,Policy renewal pending
C0317,Prime Solutions,Energy,Germany,7513023.0,103,46.0,105167.0,Y,64450,2023-03-13,2026-09-18,Y,Good client
C0848,ABC Enterprises,Financial Institutions,India,7896324.0,764,59.0,192647.0,Y,90695,2019-02-17,2026-07-20,Y,Needs review
C0629,Global Corp,Technology,India,4563418.0,2829,85.0,186196.0,N,3748,2023-05-14,2026-03-23,Yes,Good client
C0956,XYZ Ltd,Retail,Germany,,4203,93.0,166953.0,N,67231,2018-10-09,2026-07-08,Y,Policy renewal pending
C0422,ABC Solutions,Retail,USA,388790.0,621,21.0,169276.0,Yes,32972,2020-08-28,2026-11-13,N,Needs review
C0792,Secure Enterprises,Financial Institutions,Canada,8475741.0,1717,75.0,156094.0,Yes,94835,2023-11-13,2026-04-22,Yes,Good client
C0066,ABC Solutions,Energy,Australia,2979190.0,824,95.0,28377.0,YES,72827,2023-04-24,2025-07-26,Yes,Needs review
C0842,ABC Corp,Energy,UK,8867500.0,70,79.0,48361.0,YES,45838,2020-05-05,2026-12-19,No,Clean history
C0646,Prime Pvt,Manufacturing,UK,8347752.0,4331,59.0,97769.0,No,78278,2023-04-22,2026-03-28,Yes,Late claims
C0338,NextGen Pvt,Manufacturing,Canada,8937590.0,1430,22.0,172260.0,NO,2591,2023-04-13,2026-06-28,No,Late claims
C0493,Global Solutions,Energy,India,,1657,61.0,37441.0,NO,37548,2018-11-03,2025-08-20,No,Policy renewal pending
C0723,XYZ Pvt,Financial Institutions,UK,8004069.0,1366,48.0,160344.0,YES,5232,2024-10-03,2025-12-17,Yes,Needs review
C0308,Prime Enterprises,Telecom,USA,6645535.0,3451,78.0,27190.0,N,67173,2022-06-28,2026-12-03,Y,Late claims
C0297,Allied Enterprises,Financial Institutions,India,7079451.0,988,98.0,198226.0,Yes,92247,2024-02-07,2025-09-24,No,Clean history
C0445,ABC Enterprises,Technology,India,9802701.0,2478,82.0,19743.0,Y,50940,2019-10-15,2025-04-07,Y,Late claims
C0202,Secure Enterprises,Financial Institutions,Singapore,2108187.0,2471,41.0,64500.0,N,90009,2019-11-12,2026-06-15,Y,Late claims
C0587,Secure Corp,Healthcare,UK,7449369.0,459,37.0,59131.0,N,52953,2023-01-17,2026-05-28,No,Frequent small claims
C0724,XYZ Corp,Technology,Australia,2345131.0,1093,4.0,52153.0,Y,67753,2020-07-28,2025-01-12,No,Clean history
C0376,XYZ Enterprises,Healthcare,Germany,9623856.0,1335,,111752.0,YES,41605,2024-12-26,2025-01-29,Yes,Late claims
C0604,Prime Corp,Telecom,USA,4985211.0,3752,33.0,168317.0,NO,78976,2024-04-27,2025-07-20,Yes,Frequent small claims
C0852,NextGen Solutions,Telecom,India,7335574.0,4934,38.0,54812.0,N,61799,2024-08-22,2025-02-09,Y,Late claims
C0957,NextGen Enterprises,Financial Institutions,Germany,3421127.0,391,22.0,83077.0,YES,80357,2020-11-26,2026-05-07,No,Data mismatch
C0047,Global Ltd,Manufacturing,Australia,6497986.0,4458,73.0,66035.0,Y,69267,2023-11-28,2025-06-01,Yes,Clean history
C0179,Global Solutions,Manufacturing,Germany,3095765.0,1302,60.0,52093.0,YES,65618,2021-01-18,2026-11-01,No,Frequent small claims
C0410,NextGen Ltd,Financial Institutions,Canada,1848014.0,2114,83.0,73487.0,No,49170,2018-09-06,2026-05-25,No,Late claims
C0094,Allied Solutions,Healthcare,Germany,2331785.0,4273,,110848.0,NO,45270,2018-07-08,2026-09-26,Yes,Clean history
C0111,XYZ Ltd,Retail,Germany,9386029.0,2126,34.0,72534.0,Y,62875,2018-01-04,2026-08-14,Y,Clean history
C0928,Secure Solutions,Retail,Germany,8457956.0,3401,20.0,98526.0,N,6587,2019-08-28,2026-10-11,No,Needs review
C0386,XYZ Corp,Manufacturing,USA,283062.0,4336,46.0,127115.0,Y,72617,2022-01-27,2026-11-19,N,Frequent small claims
C0818,Prime Pvt,Telecom,Canada,164323.0,3065,72.0,131310.0,YES,9076,2021-01-14,2026-09-20,Y,Clean history
C0796,Prime Enterprises,Energy,Germany,9695702.0,1050,22.0,86050.0,No,78653,2024-10-08,2026-06-21,Y,Good client
C0990,Global Enterprises,Telecom,,9259861.0,3993,12.0,71216.0,Yes,29437,2024-06-15,2025-03-07,Yes,Data mismatch
C0694,Prime Ltd,Technology,Germany,9117469.0,679,24.0,21241.0,Yes,46287,2020-10-28,2025-11-28,Y,Policy renewal pending
C0068,NextGen Solutions,Financial Institutions,UK,9800344.0,3206,65.0,43211.0,YES,87051,2018-02-26,2026-12-07,Y,Late claims
C0053,Global Pvt,Technology,India,5658019.0,3725,2.0,158504.0,Yes,17266,2019-10-31,2025-10-25,Y,Data mismatch
C0312,Global Corp,Manufacturing,Australia,2089173.0,986,,46862.0,N,25500,2018-05-05,2025-09-09,Yes,Late claims
C0335,Prime Corp,Retail,Singapore,6655968.0,2426,86.0,56919.0,No,69463,2023-03-09,2026-02-17,No,Data mismatch
C0269,ABC Ltd,Technology,UK,6830886.0,3561,95.0,,NO,18257,2024-02-11,2026-09-23,N,Data mismatch
C0116,Secure Pvt,Technology,India,8611017.0,124,50.0,124006.0,No,87728,2019-04-05,2025-09-06,Yes,Clean history
C0280,Global Ltd,Retail,UK,9687994.0,2100,78.0,,No,38506,2019-02-20,2025-07-15,No,Data mismatch
C0800,XYZ Enterprises,Technology,Canada,1133255.0,1417,94.0,73323.0,NO,89132,2020-03-03,2025-05-01,Y,Frequent small claims
C0861,ABC Corp,Telecom,,6738155.0,1742,84.0,181679.0,YES,57980,2019-07-16,2026-10-27,Y,Policy renewal pending
C0337,Prime Pvt,Technology,Canada,,1983,89.0,163175.0,YES,95980,2022-12-10,2026-11-14,Y,Policy renewal pending
C0590,Prime Solutions,Energy,Canada,7786841.0,4954,82.0,197682.0,No,72075,2023-06-15,2026-02-03,Y,Data mismatch
C0886,Allied Corp,Telecom,Singapore,3186176.0,4026,38.0,50095.0,YES,34057,2019-01-01,2025-05-11,N,Frequent small claims
C0240,NextGen Pvt,Healthcare,Australia,1679159.0,4509,24.0,60568.0,YES,60030,2022-10-06,2026-12-22,N,Late claims
C0039,ABC Ltd,,Singapore,3485357.0,1951,30.0,86554.0,No,13794,2020-05-15,2026-10-22,N,Policy renewal pending
C0964,Secure Pvt,Manufacturing,UK,6362105.0,1544,4.0,83958.0,Y,50818,2024-06-20,2026-01-15,No,Data mismatch
C0557,ABC Solutions,Telecom,Singapore,4135493.0,2219,70.0,159626.0,Y,76502,2023-04-09,2025-07-12,No,Data mismatch
C0473,Secure Solutions,Manufacturing,Australia,170640.0,3503,47.0,194233.0,No,43949,2021-09-11,2025-09-08,Y,Data mismatch
C0030,NextGen Ltd,Retail,Canada,2054354.0,2211,12.0,195228.0,N,70533,2018-03-13,2025-04-18,No,Policy renewal pending
C0730,Secure Enterprises,Manufacturing,Canada,,3878,12.0,17867.0,NO,53535,2020-03-24,2025-05-24,Yes,Frequent small claims
C0463,Global Pvt,Financial Institutions,USA,4811075.0,2894,48.0,59238.0,Y,72309,2019-09-29,2026-02-09,N,Clean history
C0471,XYZ Enterprises,Financial Institutions,UK,5163778.0,3828,63.0,32990.0,Y,4234,2023-02-12,2026-03-24,N,Data mismatch
C0767,ABC Ltd,Technology,India,567010.0,4002,47.0,199141.0,Yes,86795,2024-06-18,2026-08-27,Y,Policy renewal pending
C0444,XYZ Pvt,Manufacturing,Singapore,2348988.0,812,30.0,144316.0,N,65048,2021-08-02,2025-01-08,N,Data mismatch
C0151,Allied Solutions,Telecom,Germany,7008531.0,2108,14.0,26312.0,NO,94767,2020-08-20,2026-02-01,Yes,Frequent small claims
C0722,Global Pvt,Energy,USA,2482357.0,1018,32.0,98344.0,YES,95989,2022-05-11,2026-08-31,N,Clean history
C0128,XYZ Enterprises,Healthcare,Canada,9702083.0,4876,,41027.0,NO,4117,2021-03-10,2026-11-12,Yes,Needs review
C0871,Prime Pvt,Retail,Singapore,4025282.0,1336,51.0,25700.0,Yes,18814,2019-12-20,2025-09-15,Yes,Needs review
C0899,XYZ Ltd,Healthcare,India,445266.0,3323,75.0,142686.0,No,25566,2018-04-07,2025-03-15,No,Clean history
C0161,Allied Pvt,Manufacturing,Singapore,1484250.0,4551,21.0,183570.0,Yes,42137,2023-09-25,2026-05-22,No,Needs review
C0620,ABC Pvt,Energy,Canada,6385088.0,402,86.0,74561.0,No,25939,2020-03-28,2025-08-25,No,Clean history
C0420,Allied Corp,Energy,USA,1207677.0,3952,85.0,151664.0,YES,12207,2018-03-20,2025-11-02,Y,Needs review
C0975,XYZ Enterprises,Retail,UK,9372985.0,2715,,100102.0,No,91679,2023-05-21,2025-04-09,N,Clean history
C0553,Prime Solutions,Healthcare,Canada,2487312.0,3224,54.0,23135.0,N,34693,2019-08-27,2025-09-26,N,Frequent small claims
C0001,XYZ Solutions,Retail,Germany,6523388.0,4994,76.0,78869.0,NO,18287,2022-03-29,2025-05-02,Yes,Policy renewal pending
C0623,Allied Ltd,Manufacturing,Canada,4012942.0,208,98.0,156165.0,Y,22867,2019-12-31,2025-10-13,N,Late claims
C0354,XYZ Ltd,Financial Institutions,USA,9514323.0,4183,44.0,61622.0,Yes,66197,2018-03-19,2025-06-06,No,Late claims
C0668,Allied Pvt,Manufacturing,Singapore,4200673.0,1575,58.0,143731.0,Yes,46754,2020-03-21,2025-02-01,N,Frequent small claims
C0528,Allied Pvt,Telecom,India,6300646.0,3616,41.0,72055.0,YES,17889,2022-01-04,2025-03-24,Yes,Late claims
C0227,Prime Ltd,Manufacturing,USA,3604473.0,2469,83.0,,NO,73788,2020-08-01,2026-12-24,Y,Frequent small claims
C0859,Global Corp,Technology,Germany,,2591,,199886.0,No,82569,2021-06-09,2025-03-26,Y,Good client
C0186,Prime Enterprises,Healthcare,Germany,4472093.0,1686,68.0,189233.0,NO,24351,2024-07-22,2026-05-19,No,Clean history
C0441,Allied Solutions,Retail,USA,591072.0,334,4.0,109859.0,Yes,36413,2024-11-12,2026-09-09,No,Policy renewal pending
C0253,ABC Pvt,Manufacturing,India,4427576.0,595,83.0,95768.0,NO,33458,2019-05-05,2025-11-05,Y,Frequent small claims
C0865,Prime Corp,Healthcare,Canada,1192501.0,4066,14.0,179870.0,No,44825,2020-02-21,2026-02-21,No,Data mismatch
C0680,Prime Enterprises,Healthcare,Singapore,9852741.0,3978,6.0,12006.0,N,94715,2018-06-08,2026-11-07,No,Good client
C0113,Global Solutions,Telecom,Australia,5988794.0,2707,89.0,174316.0,NO,62120,2024-01-17,2025-07-03,Yes,Good client
C0205,NextGen Solutions,Retail,,7455740.0,3692,60.0,115659.0,Yes,66395,2024-07-06,2025-10-18,N,Needs review
C0672,Prime Ltd,Manufacturing,Canada,,4649,66.0,118688.0,No,63344,2018-10-31,2026-08-27,N,Clean history
C0973,NextGen Enterprises,Energy,Germany,9000019.0,4456,67.0,,YES,63293,2021-03-20,2026-11-12,N,Frequent small claims
C0370,Allied Enterprises,Energy,Canada,1360386.0,2795,8.0,83471.0,Y,32115,2023-08-31,2025-05-13,N,Late claims
C0015,Secure Pvt,Energy,Australia,3444769.0,1001,67.0,101038.0,NO,70482,2024-04-24,2025-09-18,No,Data mismatch
C0764,XYZ Enterprises,Healthcare,,2292614.0,4099,44.0,41191.0,No,12192,2021-08-23,2026-01-25,N,Data mismatch
C0933,XYZ Ltd,Healthcare,UK,3486501.0,1175,61.0,149228.0,No,23569,2018-01-21,2026-06-26,No,Late claims
C0108,Allied Corp,Energy,UK,5501218.0,2591,31.0,7282.0,YES,10561,2021-06-29,2026-01-17,N,Late claims
C0534,Allied Solutions,Energy,UK,5246386.0,4247,31.0,43342.0,NO,21639,2019-08-06,2025-07-05,Yes,Good client
C0078,XYZ Corp,Healthcare,,5617209.0,4891,98.0,180481.0,NO,23620,2022-04-26,2026-05-29,Yes,Needs review
C0698,ABC Ltd,Financial Institutions,Singapore,7485034.0,2941,85.0,183634.0,Y,96393,2023-03-26,2026-07-25,Y,Good client
C0249,NextGen Enterprises,Technology,USA,4478727.0,3571,100.0,194414.0,Yes,1014,2023-08-12,2026-06-22,N,Needs review
C0670,ABC Enterprises,,India,8804434.0,1696,26.0,82240.0,N,60815,2019-10-24,2026-09-24,N,Needs review
C0456,Allied Pvt,Retail,Australia,,1503,76.0,181481.0,N,59191,2021-09-12,2025-12-10,Y,Late claims
C0678,Prime Corp,Manufacturing,Germany,2673619.0,3266,42.0,131311.0,Yes,79818,2018-06-04,2025-08-01,Yes,Clean history
C0464,XYZ Ltd,Financial Institutions,Germany,7222313.0,2254,45.0,63608.0,No,95430,2019-06-26,2026-01-17,N,Data mismatch
C0273,ABC Solutions,Telecom,India,4401754.0,4411,66.0,51099.0,Y,4458,2020-09-28,2026-08-23,Y,Data mismatch
C0791,XYZ Pvt,Technology,USA,2355363.0,4639,58.0,89289.0,Yes,51539,2024-10-25,2026-02-23,Y,Good client
C0056,Secure Pvt,Healthcare,India,3684702.0,1361,78.0,86348.0,Yes,43526,2019-03-31,2026-04-11,No,Data mismatch
C0596,Secure Pvt,Technology,UK,7984479.0,1316,88.0,107518.0,Yes,16767,2020-07-11,2026-04-17,N,Good client
C0830,Prime Corp,Retail,Canada,,61,99.0,187385.0,Y,34314,2024-01-21,2026-06-20,No,Needs review
C0656,Prime Corp,Healthcare,USA,1286887.0,2197,20.0,161040.0,Yes,96282,2024-03-04,2025-09-15,Yes,Late claims
C0372,Global Corp,Manufacturing,Australia,7119431.0,3161,16.0,121923.0,No,54316,2024-12-22,2025-11-28,Yes,Data mismatch
C0310,Secure Ltd,Technology,Canada,9178552.0,874,22.0,164470.0,YES,13652,2024-08-07,2026-04-05,No,Policy renewal pending
C0569,ABC Solutions,Technology,Singapore,5026203.0,2320,,9213.0,No,39178,2022-12-09,2025-01-18,Yes,Good client
C0762,XYZ Solutions,Energy,USA,7687768.0,2524,83.0,144271.0,NO,4529,2023-05-08,2026-10-17,N,Clean history
C0032,Secure Enterprises,Manufacturing,USA,,996,42.0,180674.0,N,82912,2022-10-05,2026-02-27,Yes,Needs review
C0185,XYZ Pvt,Telecom,Canada,5600306.0,2372,26.0,120598.0,Yes,12905,2022-04-11,2026-05-19,Yes,Needs review
C0122,XYZ Enterprises,Manufacturing,USA,3356415.0,4733,83.0,153586.0,YES,79650,2021-04-13,2025-11-22,N,Policy renewal pending
C0245,NextGen Solutions,Financial Institutions,India,8867088.0,2819,,182912.0,YES,14924,2023-01-22,2026-03-19,No,Data mismatch
C0588,NextGen Enterprises,Technology,Canada,2767867.0,944,58.0,160159.0,No,84481,2022-03-13,2026-11-08,No,Frequent small claims
C0307,XYZ Pvt,Healthcare,Singapore,3986402.0,1439,59.0,23354.0,Y,56704,2022-10-11,2026-02-17,N,Clean history
C0462,Secure Corp,Healthcare,Germany,3469720.0,936,19.0,117056.0,No,43954,2024-09-09,2026-08-26,No,Clean history
C0175,NextGen Enterprises,Manufacturing,Germany,5065050.0,1689,32.0,155871.0,Y,60272,2020-04-30,2025-06-20,No,Good client
C0009,Allied Solutions,Healthcare,Canada,4623669.0,1842,85.0,59245.0,YES,85091,2023-05-20,2025-11-13,No,Frequent small claims
C0164,ABC Pvt,Energy,Australia,1596176.0,1812,58.0,27852.0,Yes,62260,2020-02-18,2025-12-18,Yes,Frequent small claims
C0509,NextGen Corp,Healthcare,India,6937433.0,2303,,125592.0,Yes,45095,2021-08-04,2026-09-01,N,Policy renewal pending
C0961,NextGen Ltd,Financial Institutions,India,7474592.0,1282,20.0,17297.0,Y,75485,2018-08-17,2025-06-08,Yes,Data mismatch
C0361,NextGen Ltd,Manufacturing,Australia,4297355.0,3070,56.0,131439.0,N,6968,2024-11-28,2025-07-22,No,Clean history
C0540,XYZ Ltd,Telecom,India,1979490.0,2498,30.0,86423.0,YES,59197,2020-01-03,2025-05-20,N,Clean history
C0794,ABC Enterprises,Retail,UK,6536446.0,4164,23.0,10722.0,No,46223,2018-11-26,2025-06-09,Yes,Good client
C0905,ABC Enterprises,Retail,Australia,9903005.0,532,41.0,193221.0,No,70744,2020-05-19,2026-09-10,No,Policy renewal pending
C0733,Allied Ltd,Energy,Singapore,4882883.0,1085,16.0,36279.0,Y,52113,2022-03-10,2025-03-25,Y,Data mismatch
C0998,Prime Corp,Healthcare,UK,6008635.0,4945,93.0,172248.0,Yes,10878,2021-05-19,2025-09-24,No,Late claims
C0077,Secure Corp,,USA,3594679.0,3644,13.0,21715.0,YES,72525,2024-12-14,2025-07-12,Yes,Clean history
C0784,Secure Corp,Financial Institutions,USA,9292300.0,2682,35.0,24710.0,N,76949,2024-01-09,2025-06-16,N,Policy renewal pending
C0692,ABC Ltd,Financial Institutions,India,1949396.0,3131,74.0,147105.0,Yes,23993,2022-06-15,2026-01-17,N,Frequent small claims
C0080,Global Pvt,Healthcare,Germany,6823771.0,4852,21.0,155158.0,NO,31802,2020-02-22,2026-09-06,Y,Late claims
C0466,ABC Enterprises,Financial Institutions,Canada,2740328.0,1873,94.0,167969.0,NO,11676,2020-02-11,2026-05-19,No,Good client
C0284,ABC Ltd,Healthcare,India,4203022.0,2083,10.0,192187.0,Y,73233,2019-01-31,2025-10-07,N,Clean history
C0411,Prime Enterprises,Manufacturing,Australia,7256720.0,4505,58.0,153694.0,N,80201,2023-02-14,2025-02-01,No,Needs review
C0786,XYZ Ltd,Manufacturing,Germany,1414532.0,3280,34.0,160604.0,NO,23559,2019-07-31,2025-01-16,N,Needs review
C0952,Allied Corp,Manufacturing,,7467664.0,1635,15.0,15014.0,YES,88059,2024-02-22,2026-04-22,No,Clean history
C0334,Allied Ltd,Financial Institutions,UK,6199628.0,3210,75.0,95102.0,NO,14387,,2025-01-23,No,Policy renewal pending
C0396,NextGen Pvt,Financial Institutions,,276615.0,3791,58.0,164292.0,NO,69166,2020-03-02,2025-06-23,N,Policy renewal pending
C0061,NextGen Enterprises,Energy,Germany,1371741.0,214,,171892.0,N,11442,2019-12-05,2026-08-22,No,Data mismatch
C0304,Global Solutions,Financial Institutions,Australia,4435868.0,4917,55.0,191292.0,Y,13261,2020-12-05,2025-11-02,Yes,Needs review
C0087,Prime Corp,Energy,India,1604384.0,3627,60.0,187721.0,Y,84526,2020-03-17,2025-05-30,No,Needs review
C0560,ABC Enterprises,Energy,UK,1971403.0,155,45.0,63283.0,No,81471,2023-01-27,2025-12-14,Yes,Good client
C0063,Secure Corp,Financial Institutions,UK,1146797.0,872,54.0,139832.0,N,53747,2024-08-10,2025-10-08,No,Frequent small claims
C0935,Allied Corp,Manufacturing,Australia,4688334.0,1240,,30711.0,No,71094,2020-03-15,2026-03-30,Yes,Needs review
C0884,ABC Pvt,Technology,Canada,,1350,47.0,118943.0,No,47295,2023-06-22,2026-09-25,N,Needs review
C0031,NextGen Pvt,Manufacturing,India,8342680.0,3343,49.0,40634.0,No,56184,2021-06-30,2026-01-08,No,Policy renewal pending
C0474,Allied Solutions,Energy,UK,4222263.0,3561,75.0,158512.0,Yes,37405,2020-08-27,2026-09-05,Yes,Policy renewal pending
C0141,Global Corp,Retail,Germany,642335.0,3117,38.0,80769.0,YES,94803,2023-09-14,2026-07-14,N,Clean history
C0592,ABC Pvt,Manufacturing,Australia,1444027.0,2184,3.0,137473.0,YES,99161,2020-09-10,2026-06-04,Y,Data mismatch
C0691,ABC Solutions,Energy,USA,9138807.0,3516,12.0,41081.0,N,83178,2023-06-24,2025-01-29,N,Data mismatch
C0808,XYZ Corp,Healthcare,USA,6086126.0,4856,66.0,97764.0,NO,64418,2019-08-16,2025-09-30,No,Clean history
C0944,ABC Corp,Technology,Australia,4524507.0,1854,87.0,141213.0,Yes,71045,2021-11-19,2025-04-26,Y,Needs review
C0325,Global Solutions,Energy,UK,8856262.0,2787,18.0,85018.0,N,2187,2021-11-24,2025-11-22,N,Data mismatch
C0726,Prime Solutions,Telecom,India,8580473.0,2894,70.0,59110.0,No,89765,2024-03-20,2025-05-31,N,Late claims
C0639,XYZ Enterprises,Financial Institutions,Singapore,1423483.0,1491,39.0,33151.0,Y,85679,2020-11-10,2025-04-30,No,Good client
C0102,Secure Enterprises,Manufacturing,UK,8088004.0,2649,93.0,166445.0,Yes,51913,2020-05-01,2025-03-02,Yes,Late claims
C0034,Global Pvt,Healthcare,UK,,3385,82.0,54334.0,No,18624,2019-03-15,2026-06-24,Yes,Needs review
C0104,Allied Pvt,Manufacturing,UK,,286,2.0,142103.0,Yes,25991,2019-08-03,2025-09-20,Yes,Data mismatch
C0465,Global Solutions,Healthcare,Singapore,6954500.0,1148,100.0,94081.0,NO,717,2022-09-25,2025-03-17,Y,Frequent small claims
C0158,Secure Corp,Healthcare,,7305547.0,4200,91.0,49014.0,NO,40387,2023-04-30,2025-04-27,N,Policy renewal pending
C0194,Allied Pvt,Retail,USA,6759908.0,1391,38.0,142416.0,N,50931,2021-11-12,2026-10-20,Yes,Needs review
C0344,XYZ Corp,Energy,Canada,766326.0,1268,29.0,163015.0,Y,61753,2020-04-07,2026-12-12,Yes,Frequent small claims
C0801,NextGen Corp,Retail,Canada,7182212.0,871,15.0,28816.0,N,91066,2020-02-21,2025-11-12,Y,Good client
C0459,ABC Corp,,India,257164.0,565,31.0,12016.0,Yes,27048,2021-06-15,2025-04-21,Y,Clean history
C0954,Prime Solutions,Energy,,5452825.0,3111,26.0,183207.0,NO,46151,2024-03-29,2026-10-21,N,Late claims
C0732,NextGen Enterprises,Manufacturing,,9918159.0,1279,46.0,30851.0,N,30908,2022-10-17,2025-06-25,No,Late claims
C0281,Secure Enterprises,,Germany,3538618.0,3550,41.0,135351.0,NO,5668,,2025-09-05,N,Good client
